dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
20141022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141229: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141230: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141231: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150131: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150301: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150514: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150515: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150516: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150517: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150518: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150519: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150520: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150521: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150522: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150523: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150524: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150525: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150526: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150527: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150528: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150529: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150530: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150531: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150601: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150602: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150603: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150604: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150605: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150606: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150607: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150608: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150609: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150610: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150611: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150612: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150613: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150614: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150615: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150616: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150617: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150618: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150619: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150620: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150621: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20150622: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
